task_id,family,application,players,replicate,budget,method,mse,data_sha256,source_evidence
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,17,64,ShaplEIG,5.059481789246298e-06,f508a3fab86ab4d04dcbaa65f2e2de19a94a14927f61e687127c567c19580824,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,18,16,ShaplEIG,0.008411555525480587,c48c4bc8948f03718ff3a7b88e0702635c280f8c71f4ab36917c3613d020564a,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,18,24,ShaplEIG,0.006096119203226547,c48c4bc8948f03718ff3a7b88e0702635c280f8c71f4ab36917c3613d020564a,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,18,32,ShaplEIG,0.0018268993403286846,c48c4bc8948f03718ff3a7b88e0702635c280f8c71f4ab36917c3613d020564a,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,18,48,ShaplEIG,2.4129560855281897e-06,c48c4bc8948f03718ff3a7b88e0702635c280f8c71f4ab36917c3613d020564a,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,18,64,ShaplEIG,2.985693875222686e-06,c48c4bc8948f03718ff3a7b88e0702635c280f8c71f4ab36917c3613d020564a,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,19,16,ShaplEIG,0.016066055800230315,3948c45e26db2ada63985d72b0095854c300ceb8fdb1b2966cd2938af7f823e4,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,19,24,ShaplEIG,0.011522779194129721,3948c45e26db2ada63985d72b0095854c300ceb8fdb1b2966cd2938af7f823e4,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,19,32,ShaplEIG,0.007365716365997849,3948c45e26db2ada63985d72b0095854c300ceb8fdb1b2966cd2938af7f823e4,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,19,48,ShaplEIG,3.5947550222603813e-06,3948c45e26db2ada63985d72b0095854c300ceb8fdb1b2966cd2938af7f823e4,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,19,64,ShaplEIG,4.65268227044012e-06,3948c45e26db2ada63985d72b0095854c300ceb8fdb1b2966cd2938af7f823e4,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,20,16,ShaplEIG,0.016541436545504447,218fd1c535d1d27f1cd459958e30381cd01ed6928f141d404878499081c21d0f,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,20,24,ShaplEIG,0.007210347437790476,218fd1c535d1d27f1cd459958e30381cd01ed6928f141d404878499081c21d0f,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,20,32,ShaplEIG,0.001293831467688761,218fd1c535d1d27f1cd459958e30381cd01ed6928f141d404878499081c21d0f,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,20,48,ShaplEIG,3.698934274383219e-06,218fd1c535d1d27f1cd459958e30381cd01ed6928f141d404878499081c21d0f,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,20,64,ShaplEIG,4.425589520348633e-06,218fd1c535d1d27f1cd459958e30381cd01ed6928f141d404878499081c21d0f,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,21,16,ShaplEIG,0.009341751103299472,083ef8b6404b26b87d48822b2d5ed82fbae4466a8c7a41b8c6a7270ad26c88e8,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,21,24,ShaplEIG,0.004746884525538094,083ef8b6404b26b87d48822b2d5ed82fbae4466a8c7a41b8c6a7270ad26c88e8,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,21,32,ShaplEIG,1.578842932812188e-06,083ef8b6404b26b87d48822b2d5ed82fbae4466a8c7a41b8c6a7270ad26c88e8,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,21,48,ShaplEIG,3.0970971953651665e-06,083ef8b6404b26b87d48822b2d5ed82fbae4466a8c7a41b8c6a7270ad26c88e8,.openresearch/artifacts/claim_3/dv10_raw.csv
